GameID,LeagueIndex,Age,HoursPerWeek,TotalHours,APM,SelectByHotkeys,AssignToHotkeys,UniqueHotkeys,MinimapAttacks,MinimapRightClicks,NumberOfPACs,GapBetweenPACs,ActionLatency,ActionsInPAC,TotalMapExplored,WorkersMade,UniqueUnitsMade,ComplexUnitsMade,ComplexAbilitiesUsed
162,5,16,16,1000,128.0784,0.002753792,0.0000949583449394,4,0.0002405611,0.0001645945,0.003969259,35.393,56.4019,5.2711,27,0.00043048,8,0.,0.
163,6,16,28,500,161.3466,0.006109907,0.0005774825,9,0.000327953,0.0007272001,0.00413506,34.1209,47.1034,5.8466,48,0.0013475,9,0.0003778589,0.00017111
168,4,22,4,400,90.7686,0.001610454,0.0003927935,4,0.,0.0001833037,0.003469676,44.7424,59.5321,4.5698,15,0.00070703,6,0.,0.00032733
169,6,20,14,730,162.0876,0.007596727,0.0005716349,7,0.0002557314,0.0007521512,0.003986401,23.5303,51.034,5.7698,28,0.0026024,6,0.,0.000015043
171,1,18,6,230,69.5076,0.00017507,0.0002042484,4,0.0000583566760037,0.0002042484,0.001458917,45.0612,112.96,9.14,11,0.00058357,4,0.,0.
175,3,16,24,300,81.0702,0.001746793,0.0001042862,0,0.0000260715403066,0.0001433935,0.00262019,47.48,75.0846,5.0796,14,0.00080822,6,0.0000260715403066,0.000039107
178,5,22,8,300,157.332,0.007742665,0.0002234725,1,0.0001314544,0.0009859081,0.003799033,33.0417,57.7716,5.8581,29,0.0018929,6,0.,0.
180,4,23,4,100,67.6194,0.001565762,0.0003983079,4,0.0000412042632678,0.0011262499,0.001661905,49.4333,89.9174,7.1322,17,0.00083782,6,0.0000961432809581,0.0002747
181,2,25,10,200,75.9642,0.000609665,0.0001368636,4,0.0001244214,0.0003234957,0.00209028,45.1018,78.3095,6.5417,15,0.00093316,6,0.,0.
182,5,25,12,200,164.1114,0.003372032,0.0004038924,7,0.0001127142,0.0015686054,0.004987601,40.4604,43.7815,5.6365,32,0.0012774,8,0.0002160355,0.0010896
184,4,20,14,270,101.7864,0.001453176,0.0005382131,2,0.00005382131324,0.0003049874,0.004180122,22.569,54.6094,4.2961,15,0.00096878,4,0.,0.00021529
187,2,25,8,100,79.128,0.00050077,0.0000898818695429,4,0.0000192604006163,0.0017205958,0.002754237,50.5327,67.1422,5.345,28,0.00043657,6,0.,0.0000064201
193,4,22,20,1200,120.7014,0.005495624,0.0002398883,5,0.,0.0000218080311709,0.003612864,44.8387,60.9175,4.8089,31,0.00051612,5,0.,0.
194,6,18,20,800,108.5424,0.002100536,0.0003983775,2,0.,0.0004345937,0.003078372,28.4762,61.9294,5.8353,11,0.0025351,4,0.,0.
196,5,18,28,800,84.1578,0.002368246,0.0006004003,4,0.,0.,0.00278519,48.8675,77.7485,4.9042,15,0.00086724,6,0.0000500333555704,0.00010007
201,3,23,2,30,66.7818,0.000685853,0.0001682282,2,0.0000517625135877,0.001112894,0.002406957,56.7784,97.9785,4.9355,19,0.00042704,6,0.,0.
203,6,18,28,2000,129.1464,0.00263107,0.0005997292,4,0.000077384407042,0.0003385568,0.005146063,25.0245,43.0827,4.1917,35,0.00083188,9,0.0001741149,0.00048365
204,3,18,8,600,62.2194,0.001099196,0.0003217158,0,0.0000402144772118,0.0002010724,0.002386059,44.3164,90.8989,4.5393,14,0.00071046,7,0.,0.00010724
209,3,20,6,150,72.141,0.001237902,0.000393878,5,0.0000187560957311,0.0002719634,0.003376097,45.9164,68.8778,3.7528,24,0.00079713,8,0.0001219146,0.00035637
210,4,23,20,100,83.9658,0.002672697,0.0003769189,3,0.,0.0001713268,0.002912555,44.0476,78.0706,4.6118,10,0.00071957,3,0.,0.
212,5,17,56,540,199.6854,0.005146297,0.0004531331,1,0.0000323666494045,0.0002912998,0.004790264,25.3831,33.9054,6.7095,29,0.0020876,7,0.,0.000016183
213,4,29,12,800,66.6738,0.000320895,0.0000458421197396,2,0.,0.000194829,0.002292106,38.5126,72.16,5.46,20,0.0010314,9,0.0002521317,0.00014899
215,2,27,24,250,73.9722,0.002647278,0.0004548844,7,0.0000074571215511,0.000186428,0.002684564,58.8858,88.6889,4.4111,24,0.00058166,8,0.0001043997,0.00023863
219,6,21,8,730,130.941,0.004758302,0.0007565501,10,0.0000796368559369,0.0001393645,0.003384566,36.8047,57.2471,5.7765,11,0.00059728,2,0.,0.
220,2,27,8,280,55.047,0.000642809,0.0001264542,0,0.0000737649637498,0.0000948406676783,0.002529085,62.8452,83.8667,3.9333,22,0.00052689,6,0.,0.00017914
223,6,16,10,1600,181.104,0.00563541,0.0005817933,10,0.,0.0004563085,0.005007985,20.8037,39.2255,5.6993,30,0.0017226,8,0.0003650468,0.001175
225,4,22,36,1000,98.6694,0.004474848,0.0004629153,1,0.0002571752,0.0003600453,0.002391729,52.6957,62.5806,5.828,17,0.0005915,3,0.,0.
226,4,18,6,50,107.4186,0.003028577,0.0003106233,4,0.0002200248,0.0003365086,0.003559226,37.3723,56.0436,5.0873,24,0.00095776,7,0.,0.
228,4,18,4,140,119.8716,0.00254677,0.0004165278,3,0.0000476031798924,0.0006426429,0.002784786,42.6609,67.6068,7.1496,20,0.0023445,5,0.,0.000011901
229,5,18,24,200,111.8556,0.004400404,0.0006254938,0,0.0000987621806689,0.0001975244,0.003917567,48.1798,54.1513,4.3529,31,0.0010096,8,0.0001646036,0.00038408
230,3,24,10,200,87.162,0.000398548,0.0000664245859534,1,0.0003874768,0.0008745904,0.002634842,38.8354,60.0168,6.1975,21,0.0011181,7,0.,0.000033212
234,2,16,24,50,109.038,0.004300867,0.0001778554,6,0.,0.,0.003395421,28.555,63.1429,4.8571,13,0.0010186,6,0.,0.000080843
235,6,16,42,700,163.4436,0.005399935,0.0005262306,4,0.0001619171,0.0010686528,0.004663212,27.2557,42.4514,5.3681,32,0.00084197,9,0.000170013,0.00029955
240,6,20,16,900,127.6602,0.002737658,0.000577128,5,0.0005179354,0.000384752,0.003344383,22.6667,64.6372,6.4779,21,0.0026637,6,0.,0.
244,5,23,12,600,142.5096,0.004059267,0.0005435736,7,0.0000526038926881,0.0000964404699281,0.003480624,39.7778,56.7456,6.6977,33,0.0012537,9,0.0000876731544801,0.000070139
246,5,19,6,550,106.4316,0.001608439,0.0000935138774594,0,0.,0.0002431361,0.003198175,25.1294,64.7953,5.7251,11,0.0010099,3,0.,0.
250,5,23,8,700,68.6388,0.000441021,0.0000882041632365,2,0.0000294013877455,0.0002646125,0.002734329,84.6087,75.0968,4.6559,25,0.00061743,3,0.,0.
251,6,23,40,2000,128.0802,0.002780837,0.0003028634,4,0.0011426211,0.0007020925,0.003551762,25.2451,50.9612,6.1395,20,0.00106,8,0.0000550660792952,0.0003304
256,6,20,16,625,189.1506,0.014199348,0.0002187575,3,0.0001590963,0.0002187575,0.003758651,21.1915,48.254,5.6561,18,0.0012728,4,0.0001193222,0.000099435
257,3,17,8,100,98.634,0.002241685,0.0000651652590971,3,0.0000390991554582,0.0004300907,0.003101866,52.4388,70.9076,5.1849,19,0.0014336,7,0.0003127932,0.00014336
260,3,35,14,1300,38.6472,0.000264364,0.0001077038,0,0.0000097912505385,0.00015666,0.002457604,54.496,100.988,2.9482,20,0.00054831,7,0.,0.
263,2,22,16,450,114.942,0.001744367,0.0002999867,2,0.0000222212346118,0.0000888849384472,0.002577663,31.2208,61.5517,8.1379,22,0.0013888,7,0.0001555486,0.00097773
264,6,16,28,750,211.0536,0.016280083,0.0006806055,7,0.0000544484373298,0.0002314059,0.004954808,33.1129,41.7143,4.706,21,0.00088479,8,0.0001088969,0.00032669
265,5,21,10,350,77.7252,0.001308278,0.0004077749,1,0.0000679624847084,0.0010873998,0.002395678,37.5429,73.3333,5.7234,16,0.00066263,4,0.,0.00033981
266,4,28,6,1200,62.8314,0.000969892,0.0001906625,4,0.0000580277206711,0.0002072419,0.002395716,44.0139,84.2907,4.7232,23,0.00059686,9,0.000041448371908,0.000074607
267,5,22,6,160,134.571,0.003169386,0.0004695387,4,0.,0.0004842118,0.004871464,28.5921,49.506,4.4849,25,0.0018341,7,0.,0.
268,4,31,10,400,119.232,0.003384716,0.0004077971,2,0.000142729,0.0004485768,0.003221597,30.6242,68.4557,5.9304,16,0.00063209,5,0.,0.00022429
272,4,26,8,600,83.2656,0.00413375,0.0003444791,4,0.0000229652765019,0.000252618,0.003284035,80.6761,69.5385,3.5664,14,0.00050524,7,0.,0.00016076
280,4,21,16,612,109.4994,0.002078967,0.0001859239,2,0.,0.0003549456,0.00451288,41.2632,52.6742,4.2734,19,0.0015212,7,0.0001183152,0.0011832
281,5,23,20,1300,110.7312,0.003174056,0.0003954894,6,0.0000101407536608,0.0002535188,0.004360524,31.8228,48.1395,4.1279,27,0.00057802,7,0.0003245041,0.00020282
284,4,25,4,180,107.4084,0.001604398,0.0003883257,8,0.,0.0003985448,0.00396501,30.5633,51.4124,4.8144,22,0.0011445,8,0.0000715336821452,0.00012263
288,2,32,10,400,53.8788,0.001312051,0.0000690553231789,4,0.,0.0000986504616842,0.001588272,21.325,105.3416,5.677,14,0.00047352,7,0.,0.
290,3,31,12,300,72.0948,0.003530229,0.0001042391,1,0.0000347463516331,0.0003196664,0.00228631,73.9634,89.1793,3.7356,37,0.00042391,7,0.,0.
297,5,18,6,180,162.4398,0.011680389,0.0005207817,5,0.0000991965082829,0.0006695764,0.004067057,33.7914,55.8293,4.6159,13,0.00081837,7,0.,0.000074397
299,5,21,20,1000,111.0876,0.00314119,0.0008039064,7,0.,0.0002233073,0.003543143,25.6371,55.6303,5.063,12,0.00064015,4,0.,0.
301,5,19,14,450,117.4128,0.005267559,0.0004598662,5,0.,0.0001672241,0.003239967,53.013,53.7032,5.4129,18,0.0018604,6,0.,0.
302,5,27,10,150,164.4894,0.008501586,0.0005718556,8,0.0000304989630353,0.000236367,0.004902708,40.0312,43.3468,4.633,30,0.0008616,9,0.0001906185,0.00056423
305,6,20,28,1600,195.1986,0.00601194,0.0003363323,5,0.0000630623055579,0.0002942908,0.003930884,30.9462,41.5829,7.6631,13,0.0014084,5,0.,0.000021021
312,5,17,28,730,116.2062,0.004315562,0.0003420873,5,0.0000921004157676,0.000263144,0.003499816,41.4792,59.1429,5.2368,29,0.0012105,5,0.0001710436,0.00017104
314,6,17,14,300,207.576,0.010294786,0.0007241849,5,0.0001277973,0.002499148,0.00576508,20.5235,37.9901,4.9458,34,0.002059,7,0.,0.
316,5,20,18,770,193.6086,0.007317992,0.0006520983,7,0.0001014375,0.0005796429,0.005303733,17.9945,39.1803,5.6421,28,0.0028692,6,0.,0.
318,5,17,36,720,335.499,0.035638249,0.0001373563,5,0.000011446362346,0.0004177922,0.004761687,24.2551,43.0048,5.7007,28,0.00056659,11,0.,0.
320,5,19,8,500,188.76,0.010450774,0.0003027585,2,0.0003924647,0.0006952231,0.004339538,22.2383,47.0904,5.9328,23,0.00063916,6,0.,0.
321,3,30,12,500,62.898,0.002032802,0.0004158004,6,0.,0.00001155001155,0.004019404,58.5591,60.3678,2.454,26,0.00072765,6,0.,0.00008085
329,6,24,24,1000,146.6856,0.00495663,0.0003336193,4,0.,0.0006910685,0.004313221,28.8864,48.9061,5.3066,30,0.0015847,7,0.,0.
333,2,16,28,300,76.8504,0.000714417,0.0003572087,1,0.,0.0001037058,0.001947364,42.5714,82.5089,7.2249,18,0.00038025,3,0.,0.
336,4,23,4,415,59.181,0.00163768,0.0005458933,4,0.0000766166104812,0.0002394269,0.002537925,62.5909,84.4528,3.883,24,0.00083321,8,0.,0.
338,4,31,4,500,100.4322,0.000686271,0.000075207761441,3,0.0000094009701801,0.0006674689,0.003797992,45.6675,66.7822,4.8589,25,0.0010905,9,0.0002162223,0.00011281
339,6,16,20,500,157.9002,0.008130081,0.0002078714,4,0.0000230968218773,0.0002078714,0.00297949,18.5,52.9302,7.1318,13,0.0007622,7,0.,0.
342,3,22,10,200,87.2484,0.000250529,0.0000556730876294,0,0.,0.0001948558,0.003423895,27.2787,49.9512,4.7967,17,0.00055673,3,0.,0.00019486
350,4,16,14,150,130.4472,0.002257278,0.0005708059,10,0.0000259457215505,0.0010378289,0.003567537,37.3869,50.5018,6.3309,21,0.0010897,7,0.0003502672,0.000051891
351,6,22,24,1000,189.375,0.010655402,0.0008196463,6,0.0002049116,0.0005595662,0.006107941,30.031,34.7148,3.9626,46,0.0011191,9,0.0003861795,0.00043347
357,7,21,24,1000,286.4538,0.017851845,0.0007170408,6,0.0000494510928692,0.0012980912,0.006206112,20.4232,30.9801,5.7171,30,0.0013723,6,0.,0.
361,6,21,10,350,178.368,0.005271462,0.0008785771,4,0.0004482536,0.0009144374,0.00372947,17.1594,42.5962,7.4519,20,0.00091444,5,0.,0.
363,1,33,4,120,68.6598,0.000302046,0.0003228763,0,0.,0.0000624921884764,0.002395534,48.6812,87.513,5.413,23,0.0005416,6,0.,0.00020831
366,5,23,12,500,136.5768,0.002483105,0.0001791931,2,0.,0.0000511980339955,0.002303912,34.7416,61.2889,10.0333,17,0.00058878,4,0.,0.000076797
371,6,25,10,400,262.611,0.015699405,0.0004092262,7,0.0001674107,0.0004278274,0.004501488,25.9917,33.8017,7.4215,22,0.0024182,6,0.0001302083,0.
378,3,19,20,730,91.308,0.003788959,0.0003833535,4,0.0000356607945225,0.00022288,0.003093574,42.0578,78.6052,4.4265,21,0.00074888,5,0.,0.
381,6,23,20,1800,176.5188,0.007170979,0.0003834748,10,0.0002428674,0.0003067798,0.004141528,24.644,44.8519,5.9877,23,0.002352,7,0.,0.
383,6,16,42,2200,209.8398,0.013061048,0.0007697118,2,0.0001082407,0.0003968827,0.004389763,27.8791,48.3616,6.474,21,0.0018281,8,0.0002525617,0.000096214
384,3,22,40,480,108.4692,0.002186696,0.0004410143,3,0.000275634,0.0001286292,0.003371922,32.7104,56.654,5.4251,23,0.00098309,6,0.,0.
388,6,18,10,430,166.902,0.008271028,0.0004439252,4,0.0001869159,0.0004906542,0.003130841,31.4286,52.6866,7.3209,15,0.0018458,5,0.,0.000023364
389,4,21,12,350,89.9394,0.001259391,0.0006839797,10,0.0004559865,0.0004017023,0.002725062,31.616,68.6056,5.8367,20,0.0011183,7,0.0001737091,0.00016285
392,4,19,20,639,197.5674,0.014814309,0.0002730748,5,0.0002389405,0.000386856,0.004574003,40.1297,45.1343,4.8085,25,0.00093301,8,0.0000227562352084,0.
393,6,22,10,1000,91.866,0.003012876,0.0004353205,6,0.0001260138,0.0001374696,0.004685424,36.3039,49.7311,3.088,29,0.0014091,7,0.,0.000080191
394,5,21,12,730,166.5636,0.002171249,0.0003196931,3,0.0000266410912191,0.0001731671,0.005528026,23.1111,38.6699,5.1133,31,0.0019048,6,0.,0.
396,3,19,28,360,99.2874,0.001925926,0.0002074074,7,0.,0.0003555556,0.003155556,53.9434,60.7887,5.1268,18,0.0013926,7,0.0004740741,0.00016296
398,7,24,16,1250,216.6852,0.011957259,0.0003957485,6,0.0005276647,0.00083861,0.005691241,21.6119,32.6225,5.0083,33,0.00068785,8,0.0000376903361978,0.
400,6,21,24,750,130.5,0.004479419,0.0005145278,6,0.0000756658595642,0.0005599274,0.004297821,31.7314,48.5211,4.7923,24,0.0026029,8,0.0001967312,0.00016646
401,3,19,12,480,52.8438,0.001540674,0.0003668271,4,0.0000733654184763,0.0000880385021716,0.00256779,65.0345,82.24,3.44,20,0.0011445,6,0.,0.00017608
403,5,17,24,365,200.9172,0.021356313,0.0007025103,8,0.0000468340202323,0.0002185588,0.00360622,54.3652,62.9957,4.6883,20,0.001046,6,0.,0.00045273
407,5,19,14,1000,144.6822,0.005275382,0.000309666,5,0.0000663570006636,0.0001658925,0.004888299,34.1769,42.6516,4.2873,22,0.002046,6,0.,0.
408,5,23,12,300,125.7894,0.002228461,0.0006580102,3,0.0000701877522372,0.0003070714,0.004570977,36.5231,47.5701,4.6564,32,0.00094753,8,0.000280751,0.0012809
411,6,23,28,1000,113.601,0.002717159,0.000449294,4,0.,0.0014762516,0.003637142,22.7456,60.0471,5.2588,22,0.00087719,4,0.,0.00032092
418,6,16,4,300,157.9686,0.006376781,0.0005510799,8,0.0002164957,0.001148083,0.005504238,29.2745,41.8308,4.1681,41,0.0011874,11,0.0003542656,0.0011284
422,2,20,6,100,61.7502,0.001604413,0.0003605423,6,0.,0.0003064609,0.001910874,72.4952,85.5472,5.3585,16,0.0010095,5,0.,0.
423,4,22,10,700,83.085,0.000855174,0.000301826,5,0.0001383369,0.0006413804,0.003219478,31.451,57.7344,4.6289,20,0.0011067,9,0.,0.00050304
424,4,32,2,300,38.2104,0.000915704,0.0001526174,5,0.0000381543470519,0.0000635905784199,0.001678791,73.5573,123.4848,3.3182,14,0.00059775,6,0.000012718115684,0.
426,3,18,24,400,83.376,0.000518938,0.0001203333,5,0.0000150416654132,0.0008122499,0.002955687,58.8878,67.0636,5.2875,29,0.0005039,7,0.,0.
434,5,23,10,500,119.5992,0.004280868,0.0004477612,9,0.0001085482,0.0004138399,0.003995929,37.2925,48.4958,4.7487,31,0.0011601,11,0.0000949796472185,0.00074627
435,5,19,10,700,129.9594,0.002072839,0.000412339,6,0.000089154370793,0.0001671644,0.004446574,24.6131,54.5865,5.1504,25,0.0014265,6,0.0002674631,0.00064637
436,3,18,12,450,78.825,4.55E-05,0.0002047316,3,0.,0.0006369427,0.003184713,45.6978,72.9714,4.6786,7,0.00034122,4,0.,0.
438,5,16,12,600,81.711,0.00081314,0.0001084187,1,0.0000135523391337,0.,0.003333875,49.1755,66.5691,4.3902,20,0.00079959,7,0.,0.00029815
439,3,25,20,800,76.5426,0.001061473,0.000250534,6,0.0000395580052217,0.0004153591,0.002749281,57.1442,82.9353,4.9448,23,0.00057359,6,0.,0.
442,4,19,6,50,88.1628,0.001505596,0.0001896813,1,0.0000118550834598,0.0003437974,0.002702959,51.8062,81.2632,5.5132,15,0.0011737,6,0.0000829855842185,0.000071131
443,5,29,20,1000,134.2992,0.00360351,0.0001357844,0,0.0002088991,0.0003237936,0.003008147,10.8571,54.5139,7.2257,32,0.0007207,6,0.0000522247754335,0.00002089
444,3,22,12,100,66.8676,0.002616026,0.0003215714,7,0.0000173822353555,0.0003389536,0.003050582,75.7029,75.5442,3.4274,19,0.00051278,7,0.0002085868,0.00017382
449,3,21,2,50,37.2018,0.000396646,0.0001133273,0,0.0000141659111514,0.000155825,0.001572416,61.7455,139.2072,4.2072,18,0.00045331,6,0.,0.
454,6,24,24,400,207.8286,0.020629485,0.0004280822,6,0.,0.0001223092,0.003913894,51.6859,49.5417,4.7448,12,0.0012435,6,0.,0.
455,6,17,4,720,203.2488,0.009916833,0.0003872967,6,0.0002853765,0.0019262913,0.003658934,20.5587,48.1894,7.7493,20,0.0012944,8,0.0000611521056708,0.000040768
457,5,21,8,650,169.3164,0.009296994,0.0004457463,6,0.0002183247,0.0006731679,0.004239138,49.8065,52.5064,5.4571,30,0.0015283,8,0.0002729059,0.00095517
458,5,19,10,400,172.4688,0.003761308,0.0006409946,10,0.,0.0000846596681341,0.005617774,28.0043,42.5231,5.0829,34,0.00086474,12,0.0003446858,0.00036283
464,4,20,6,1000,96.756,0.002030248,0.0005149179,6,0.0000588477608427,0.,0.003633849,29.0894,56.2105,4.4737,27,0.00067675,7,0.,0.
466,6,22,16,500,297.0672,0.031281946,0.0006453179,7,0.0004216929,0.0008625537,0.004414997,25.6638,44.3647,5.8408,50,0.00060059,9,0.,0.
473,6,17,10,500,109.6176,0.00381191,0.0005464627,4,0.,0.0002132537,0.003798582,26.9155,46.0211,4.5825,24,0.0011063,7,0.0000133283574132,0.00041318
475,4,19,6,200,62.1042,0.000777998,0.0002829083,5,0.,0.0002222851,0.003364588,37.7711,71.1111,3.3814,28,0.00082852,9,0.,0.00029301
476,6,19,56,1500,151.9794,0.009491758,0.0005631868,4,0.,0.0000274725274725,0.005315934,32.4456,43.3075,3.6227,39,0.0010302,7,0.,0.00052198
480,6,19,12,800,133.884,0.005592032,0.0003477632,7,0.000069552637436,0.0000556421099488,0.005675495,37.828,40.7059,3.3922,21,0.0011685,4,0.,0.
490,4,20,24,233,69.1764,0.000330583,0.0000264466306992,0,0.0000925632074474,0.0001983497,0.001996721,44.1333,93.404,6.3113,15,0.00048926,4,0.,0.
497,6,27,12,416,149.094,0.003334844,0.0005827883,3,0.0000485656931943,0.0010360681,0.004565175,26.3772,45.1915,5.2057,23,0.0012789,6,0.,0.
506,5,26,12,200,111.342,0.004375405,0.0003009538,2,0.0003704047,0.0004398555,0.00236133,18.8515,65.098,7.1765,12,0.00069451,4,0.,0.
508,6,25,4,800,87.2346,0.004684838,0.0004258944,1,0.0000266183986371,0.0001597104,0.003087734,53.7391,79.5862,3.6983,14,0.00087841,4,0.,0.000079855
509,6,20,24,500,135.414,0.002131358,0.0005173199,8,0.0000413855895377,0.0003621239,0.005007656,27.4865,50.6942,4.6302,26,0.0015623,8,0.000103464,0.00016554
511,4,18,16,600,125.832,0.000655684,0.0000307351856405,1,0.,0.0001536759,0.003657487,38.809,57.2773,6.056,20,0.0011577,7,0.0000717154331612,0.000030735
512,3,27,6,120,58.6008,0.001649115,0.0003761139,3,0.000057863673186,0.0002314547,0.002112024,37.5,104.9863,4.6712,10,0.0010126,4,0.,0.00014466
513,6,24,42,1200,186.7284,0.007943017,0.0003644979,8,0.0000911244760343,0.0005923091,0.00387279,23.2756,47.4196,7.0902,23,0.00063787,7,0.,0.
514,4,16,8,1000,79.2294,0.001579552,0.0002761455,3,0.0000441832722131,0.0002761455,0.003313745,35.5318,66.9467,4.09,20,0.00078425,9,0.,0.00034242
517,4,32,20,1000,145.7052,0.00217092,0.0004285634,5,0.,0.0009765625,0.002655688,36.4456,61.8095,10.2513,27,0.00094846,8,0.0000632306654676,0.000042154
519,4,17,16,150,115.536,0.002781529,0.0003915744,1,0.0000135025654874,0.0003915744,0.002795031,25.4369,73.4879,6.9179,18,0.00086416,7,0.,0.000013503
523,6,17,56,1825,165.321,0.002385513,0.0003103827,7,0.0000088680784648,0.0012237948,0.004460644,16.2072,40.1272,6.3161,29,0.0016761,7,0.0004434039,0.0001951
